Uid,Sentiment,clean_text,proba,preds,actual
1300,negative,Congressi mahino se chilla rahe the 56 inch is bluff Ab dekho kya halat ho gayi 56 seats bhi nahi mili :face_with_tears_of_joy::face_with_tears_of_joy:  // t . co / qOMI6ZtwmN  ,[ 1.1650105  -0.02961064 -1.6674637 ],0,negative
9157,neutral,  Aapne us bande ko block kar diya ab kya fayda share karne ka ? Asli comment to wo deta  ,[-0.3777133  1.860555  -1.5821319],1,neutral
31037,neutral,  sir Aapne achchha nahi kiya mantri ban kar Aapne apna kad khud hi chhota kar liya is se bjp ko …  // t . co / GSZPj2nUId  ,[-0.26277676  0.85719186 -0.68815726],1,negative
10459,positive, respected pm many many congratulations sir desh ki trakki ke liye Mera ek sujhaav hamaare desh m shaaml …  // t . co / pEQVyB1FXb  ,[-2.2399647 -0.1453189  3.0471408],2,positive
19260,neutral,  _ Poison  _ Krishna Gadho ko to ye bhi nahi pata ki Obama ab president nhi hai US ka :face_with_tears_of_joy::person_facepalming:  ,[ 0.16219683  0.8331742  -0.99034554],1,neutral
10537,negative,  _ Surya Paagle You are such an AskHole YOu rant shit all day no one cares u r frustrated an …  // t co / E6PxYrYqph  ,[ 1.1892476 -0.3618562 -1.3734682],0,negative
34824,positive,Happy birthday Mairoooo  May the Almighty bless you with the best of both worlds ! I wish you good hea …  // t co / nuADXqqQVQ  ,[-2.2498946  -0.05160664  2.9124231 ],2,positive
29653,negative,Shuru ho gaya inka naatak . Modi keeps someone from BJP-RSS Huh ! Amit Shah is Home minister ! Look what we have co …  // t . co / q7bxjRqJ8Y  ,[ 1.283921    0.14646053 -1.5256687 ],0,neutral
27322,neutral, Mansoor _ Ali Mansoor Ali agar tu Sacha Pakistani he to ye tweets karo Pakistan ke wajood ko khatra he un se go Log …  // t . co / DuTCHq9OW8  ,[ 0.43763885  0.80014175 -1.2678585 ],1,neutral
25929,negative,   Beta Burnol laga Debate to sale inke bhee chalega  ,[ 0.7311506   0.21760048 -1.2599063 ],0,negative
15693,negative,Kha se ati h itni pavitr ldkiya jine bc nahi pta :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:  _ villen    // t . co / oIX6ca3WHI  ,[ 1.9186678 -0.7418991 -1.7842137],0,neutral
23517,positive, you have seen an KIDNAPPING film I think you are almost good to watch APHARAN (:speaker_low_volume: UP-haa-run ) ( mea …  // t . co / uQfkfYkrin  ,[-2.532862   1.4251889  1.5645505],2,neutral
14676,positive,Modi ji ki is Etihasik jeet ke liye Hamari tarf se dher sari subhkamnaye I love modi I love my India Bharat mata ki …  // t co / B1Mii2evW0  ,[-2.2827404  -0.06580258  2.9148355 ],2,positive
15698,positive,  ꕊ 𝐂𝐡𝐚𝐩𝐭𝐞𝐫 𝟔 / 𝟏𝟐 ꕊ You are the best thing that ever happened to me :heart_suit:︎ ผ่านไปแล้วครึ่งปี ขอบคุณทุกคนที่อยู่กับผ…  ,[-2.447319   0.2829269  2.9105396],2,positive
20463,positive, Jai bharat congratulations p m modiji ke uper pura bharat ko Viswas hai p s rajpurohit 9949436427  ,[-2.421012    0.22597459  2.8615556 ],2,positive
28888,negative, Yahi hai Congress Party kee Yogyata . Congress Party mein Gandhi's ke bagair koi bhi candidate Party Adhyaksh ke kabil nahi ...  ,[ 0.5069341   0.48356506 -1.2654805 ],0,negative
19034,neutral,  You mean our problem was being democratic ? Vivek tum jo katori main attention ki bheek mang rahe ho uspe khoon laga hai .…  ,[ 0.10249374  0.88843995 -1.2170287 ],1,negative
44216,negative, Aisey hi paon tale inke Armaan aur ye khud kuchle jayenge Aab nahi chalegi ye deshdrohi wali mansikta …  // t . co / 45Xv1LwdLq  ,[ 1.1867352  -0.24347538 -1.2187308 ],0,negative
22799,neutral,  _ forever Repeat after me . Hindi . Is . Not . The . National . Language . Of . India .  ,[-0.5718411   1.352965   -0.97649115],1,negative
36102,neutral,# NCT127 _ SUPERHUMAN # WE _ ARE _ SUPERHUMAN Every song On The fkn album Just Took My wig away stream jet lag  ,[-2.5544016  1.7101427  1.432794 ],1,negative
37921,neutral, _ amanna Tamil nadu me chodo delhi ke pvt schools me hindi ki buri halat he 9th ke baad hindi he hi nahi  ,[ 0.25595662  0.49688542 -1.2139552 ],1,neutral
9624,positive, Bahut bhut subhkamnaye or badhai bhai hanumanG beniwal ko  // t . co / ILR0fTrJfC  ,[-2.386126    0.21078588  2.8035812 ],2,neutral
31631,neutral,  _ padala  _ bug      Well …  // t co / v2WdYveusV  ,[-1.5210409  2.6324112 -0.9659962],1,neutral
40812,neutral, _ vibhor85      _ Wo to me bata dungi .... lkn ye me ne kdhr likha he .??  ,[-1.0738325   2.1494596  -0.76470196],1,neutral
14993,positive, War Games is one of the best Doctor Who stories ever btw That ’ s a hill I will gladly die on I ha …  // t . co / 4bJpAeGHPb  ,[-2.1594067  0.1908212  2.7093725],2,neutral
33181,neutral,bikul sahi hai ... ab jo bhi hai khairat me hai lena hai to lo nahi to kat lo ....  // t . co / 0ub285haEQ  ,[-1.4240997  1.3915882  0.1847296],1,neutral
9688,neutral,   Wohi to hypothetically toh Raul Vinci bhi Rajiv Gandhi ke suputr hain but …  // tco / wZDcXgfpEC  ,[ 0.18053038  1.0670258  -1.2182827 ],1,neutral
27539,negative,    _ Khanji  she is not bad bro Atleast gaddar toh nahin hai na jaise humhare Desh mein hai …  ,[ 1.1749324  -0.30084828 -1.3565114 ],0,positive
3318,neutral, Jab Kapra eejaad nahi hoova tha to Janwer ki Khaal hi Sardion me Jisam ko Sardi say bachanay kay waastay …  // t . co / p0ATcHdKyn  ,[-0.03070705  0.69536597 -0.8791682 ],1,neutral
9909,positive,Happy bdday  May god bless you . :grinning_face_with_big_eyes: enjoying the day  ,[-2.2295907   0.29194477  2.6036382 ],2,positive
7649,neutral, Let's check all the EVMS and VVPAT of GUJARAT alone ... Sab samajh Aa jaega ... Why select and choose …  // t . co / dIdnouaaPo  ,[-1.745732    2.2422285  -0.66450244],1,negative
18800,neutral,    Even the person sharing it knows it is fake not only this v …  // t . co / lMZhgXXDQS  ,[-0.10015813  1.4761101  -1.2890044 ],1,negative
20814,positive,  New Zealand World Cup jeet jaye almost utni hee khushi hogi jitni Pakistan k jeetne ki hogi . Have always had a high l …  ,[-2.0049956  -0.00699271  2.7571425 ],2,neutral
33744,positive,Good is duniya ko pyaar our pyaar karnay walon ki zarorat hai . :face_savoring_food:  // t . co / ASGmcNOKA9  ,[-2.031751    0.79862154  1.761349  ],2,positive
34420,neutral,  BJP ne JDU ko jyada seat se ladne diya Iska matlab yeh nahi tha ki BJP kamzor hai par inka f …  // t co / yckYyx4XXT  ,[ 0.17556596  0.81818783 -1.2560446 ],1,neutral
42755,neutral,    _ dhuvad  _ hiral :face_with_tears_of_joy::face_with_tears_of_joy::grinning_squinting_face::grinning_squinting_face::grinning_squinting_face: heiii :thinking_face::face_with_raised_eyebrow::face_with_rolling_eyes::face_with_rolling_eyes: muje kuchh kaha kisi ne :face_with_tears_of_joy::grinning_squinting_face::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::face_with_tears_of_joy::face_with_tears_of_joy::see-no-evil_monkey::see-no-evil_monkey::see-no-evil_monkey:  ,[-0.7029965   1.1076211  -0.34559524],1,neutral
30488,negative, Es desh me tum jaise chutiye rahege to kaise koi apna party ka prawakta bhejega midia to desh ka 4th …  // t co / S2h1s8cTws  ,[ 1.9779826 -1.1041116 -1.4268446],0,negative
28135,negative, Shame Shame Shame on you Mr . Sohail kiya tum ALLAH RABB UL IZZAT KAY EHKAMMAT ko maan'nai sai i …  // t . co / hccVlgtVhS  ,[ 1.7100215 -0.9291805 -1.1568468],0,negative
22418,neutral,I just had golgappay limca and ice cream . Sbha gala tou kharab nahi huga ???  ,[-0.826016    1.5775479  -0.34706238],1,neutral
13192,negative,Tumhari sabha me Tumhari gandagi sun kar vote bjp ko diye soch Es aadami ko to bahut diyaa baap ko diya to jail ga …  // t co / ODgG6yzxhd  ,[ 1.3780756 -0.2814124 -1.4914274],0,negative
34832,negative,  * krpk voice * real ass kurta give a fuck bout a spider  ,[ 1.8762417  -0.90251595 -1.4609454 ],0,negative
18730,positive,My love friend Sapna ji ma aapka dil churalunga key ki hame aapk dil ma rahte h aap too mar dil ma ho my love frien …  // t . co / vI2ZpOjGJt  ,[-2.46253    0.7780597  2.2768354],2,positive
29000,neutral, Kuch samay pahle Rajiv Gandhi ji ke bare me bole the aap Abhi turant Rang badal liyeSame as Gand …  // tco / HCkTMAyzth  ,[-1.0593455   0.63729143  0.59928876],1,negative
15559,negative, ji tumhare liye Mayawati hi h baki Bjp tumhare liye Kch bhi krle tumko nhi dikhega Bjp hi phle party h …  // t . co / Re1Ladf2Cy  ,[ 1.1980219 -0.1509945 -1.3504567],0,negative
6678,positive,:two_hearts: Good morning my Rockstar papa  ji :two_hearts: :rose: Plz bless me more sewa sumiran parmarth ka ba …  // t co / b3Y2jcTRUN  ,[-2.328449   0.3244614  2.6272602],2,neutral
939,neutral, _ kalia  _ thaa What ??? You want hindi for uneducated people ?? Nice having a conversation with you bro .…  // t . co / i7X4RbPXv8  ,[-0.18398985  1.0927442  -1.0451099 ],1,neutral
38107,negative,Chubir's fans be like hum katwane ko taiyar h aao humara kat jao sale chutias :face_with_tears_of_joy:  ,[ 2.183231  -1.2069293 -1.3799407],0,negative
4604,negative,    Sun be madharchod Teri ma ka bhosda Randi ke Teri maa k …  // t co / cs5MwipCPL  ,[ 2.4040723 -1.343304  -1.5936164],0,neutral
13983,neutral,        …  // t co / fB2ysCnyQ1  ,[-1.4546359   2.4700038  -0.83965844],1,neutral
12761,positive,  Well done  this time you do very well as a host . Good job Ata aamchya apexanvr pani feru nka . Next wee …  ,[-2.3119695  0.4422324  2.3426042],2,neutral
30279,negative, Afwahain Tere baap kuttey :dog: ke Marne ki thin lekin bhonk Kar tu Bata raha he tera baap kutta nhi khinzeer …  // t . co / cICQf4pYsc  ,[ 2.3097613 -1.32624   -1.4397078],0,positive
36844,neutral,   Arvind ji apki nautankion k karan apki ek bhi seat Delhi m Nahi ayi Apka …  // t co / Z3R5nSzBMp  ,[-0.39333817  1.2038699  -1.1017783 ],1,neutral
17369,neutral, Ary Betichod Yeh Kia Mazzaq Hay Be Jail Se Bahar Aik Bar Bhi Koi Tabiyat Kharab Nahin Magar Andar Ja …  // t . co / X8Oocd6dLn  ,[-0.7701873   1.0661227  -0.17754203],1,negative
28936,neutral, 70salo me apki govt ne kya diya . babaji ka thullu . sudhar jao ab bji wqt h warna 52se 5par aa jaoge  ,[-0.9640015  1.599924  -0.6807713],1,negative
15223,negative, _  I hope I am one of the reasons a man somewhere in not hating women I hope I am :crying_face::crying_face:  ,[ 0.59158754  0.18637703 -0.9115915 ],0,positive
14543,positive,1010:sparkles: hiiiiiiiii i hope you ’ re having a great day today . we don ’ t interact much but i hope so in the near future ! ily and good day :yellow_heart::yellow_heart:  ,[-2.425828    0.17386475  2.9871762 ],2,positive
28253,positive, Mehenga pad gya aapko Sir Ji Tohfa dena Par It was a very good way of gifting  ,[-2.443045   0.4321166  2.5494578],2,negative
25346,positive,  Happy Birthday to my favourite actress  ♡ I am ur diehard fan a small fan in this huge world who watche …  ,[-2.2083356  -0.11185803  3.0084608 ],2,positive
31281,positive,  Happy birthday sir Aapne hame bahot hasaya aur bahot hi achi Achi filme di issi tar …  // t co / BMGr8dIQCc  ,[-2.3687758   0.18474814  2.942276  ],2,positive
25512,neutral,13/14 yo niggas - baby mai chahti hun is eid mai jis colour ka dress pehnu tum bhi same usi colour ka dress pehno wh …  // t . co / hbtZ0uaKjy  ,[-1.194592    1.6336502  -0.31444776],1,positive
18164,positive,  As salam O ali'kum Gud MorninG :two_hearts::cherry_blossom:  ,[-2.512437   0.724417   2.4490302],2,positive
21369,positive, Congratulations to achieve a great victory ......... hamari puri team ki taraf se aapko dher saari subhkamnaye ....  ,[-2.1447804 -0.2581953  2.9594393],2,positive
6185,neutral, AjitTyagi  Samajh nahi aata kaun hain ye media houses jinko is giande ka interview lene ka shauk ha …  // t . co / lIcB2yJ9QM  ,[ 0.01124407  1.0150428  -1.4697168 ],1,neutral
13933,positive, kasham she bahut khushi hui sir ji Badhai ho aapko sir ji Mujhe umid thi ki sarkaar aapki hi ban …  // t co / daqdqIsJuk  ,[-2.3082259  0.1298224  2.8081727],2,positive
5170,negative, Ab ap ko esy rrmarks ni dyne chahy ab tu ap hath mila chuky hai ..... ya sirf maryam ko sath baitha …  // t . co / scZdlQyZr4  ,[ 0.41509578  0.40758023 -0.8381234 ],0,negative
14967,positive,  Sir with due respect ye EVM ke wajah se nahi hai .... Ye hamare desh me aap kal wahi jitega jo …  // t . co / GZv70yD0U8  ,[-1.478455   0.7063474  0.8494664],2,neutral
19423,positive,   _ Happy birthday Chicha ! Have a great day ! :grinning_face_with_smiling_eyes:  ,[-2.4732957  0.3144183  2.9383125],2,positive
13465,neutral,   Bahut Hi Dukh Ho raha hai ..... ye kya ho gaya hai kya kanoon ka dar Bilku …  // t . co / rZ11uD2FOM  ,[-1.3429562   1.3003682   0.26887107],1,neutral
15407,negative, Terri bhna ki choot pr suar hgakr tere mooh mai mai goings :pile_of_poo::pile_of_poo: madarchood knjrf ki oolad Teri bibi ki …  // t co / qzITI8QOFp  ,[ 2.277816  -1.4768474 -1.1841956],0,negative
7883,positive,i love yoongi but hoseok ..... wow papi :zany_face:  // t . co / srgxlMZZ9l  ,[-2.2840955   0.69539666  2.0026653 ],2,positive
16050,negative, Sacha tahreek pakistan opposition k rawaye ko condem karty hai  ,[ 0.8986997  -0.02954741 -1.1633157 ],0,negative
25200,positive,At last mehnat rang layi . Good news for # YehRishteyHainPyaarKe fandom .  // t . co / a40zpKIKAt  ,[-2.55058    1.0786539  1.9195303],2,positive
23247,negative,randi khulli ghumna hai ghoom le duniya ki dushman mat ban jo kaam hai yo dhamm dhamm jo hori hai yo fodd degi is …  // t . co / rWZSOUxdeC  ,[ 1.9107149 -1.0794768 -1.4997844],0,negative
15864,neutral,yes - i am done the realme 3 pro 6 / 128gb - booked today from flipkart - lagta hai aaj raat nind nhin hoga -…  // t . co / 9lbVSf9n7O  ,[-2.2212863   2.3433602   0.14845464],1,neutral
39610,positive,# ModiSwearingIn  Congratulations Modiji on your second term as our Prime Minister May Bhagwan Bholena …  // t co / dJeopcL9Te  ,[-2.4019444  0.5829693  2.4220338],2,positive
44499,neutral,   Yar zahid .. That girl is not eligiable for this post . Sabbb goal maa …  // t . co / WHye2QqwGD  ,[ 0.14106055  1.3896941  -1.5566453 ],1,neutral
7906,neutral, Madam Abhi tak samajh me nahi aaya congress ki itani badi haar ka Karan AAP jayese social media per activ …  // t . co / t5FJvfn8f8  ,[-0.00356904  0.7983823  -0.98822445],1,neutral
31537,neutral,    Good initiative !! Kaushal ji app esei youth logo ko inspire ker …  // t co / wnMPHRtSna  ,[-2.4505875  1.7021149  1.1343699],1,positive
24832,negative, _ d _ h _ nair  Arre  Congress walon opposition walon kab utroge be sadkon pe !? Kucch toh opposition ki izzat rakho .  ,[ 1.2723012  -0.23486671 -1.4682738 ],0,negative
29406,negative,   _ Sharma4 Abye chutiya ye choti chaddi gang krti hai muslamn nhi lgao uspr ki o …  // t . co / x9P7HkP5Fr  ,[ 2.408714  -1.562012  -1.4205085],0,neutral
14170,positive,     Happy birthday Kohinoor Baisaa :birthday_cake::face_blowing_a_kiss::wrapped_gift::party_popper::victory_hand::confetti_ball::birthday_cake::face_blowing_a_kiss::wrapped_gift::party_popper::party_popper: :tiger_face: Piti Ji always blesssss u :crown::clapping_hands:…  ,[-2.3916438  0.5435878  2.7090616],2,positive
25626,neutral, _ PIA  _ 54 Keep your tradition aside and change the fuck mind set and we had better experience of break leg than you .  ,[-0.80831295  1.4278218  -0.6275828 ],1,negative
25823,positive,:cherry_blossom:ԼƖƔЄ ƖƝ 5! :cherry_blossom: FONITE FRIDAY BAYBEEEE ! CUSTOM GAMES ! LAST DAY TO ENTER GIVEAWAY . good luck )…  // t . co / HSov2bkdRi  ,[-2.158928   0.4041679  2.4886193],2,negative
15565,neutral,apne sad ka toti chek kiya hai ki usme se bund bund pani nikalta hai ki nahi .  // t . co / OhdqYYCi6X  ,[-0.07985532  0.97843826 -1.1388111 ],1,neutral
30764,negative,Why do stations smell so bad bc naak k baal jal gaye  ,[ 2.1675773 -1.042915  -1.6731749],0,negative
16013,positive, _ woods1  _ 7 Humetta i love your style of football :face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss:  ,[-2.2239711   0.72435296  1.954063  ],2,positive
13127,negative, _ Raftaar   Fir se bata kaun wala Sri Ram BJP wala ya Hindu wala .... Hume dar nahi …  // t . co / qiaNu4DqhM  ,[ 1.1673057   0.11678163 -1.737848  ],0,negative
26939,negative,  Abe tu Atnkbadi ki awlad ho afjal ki bat karte sarm nahi aati nathu ne to ek desh batne …  // t . co / NnH48LtJkk  ,[ 1.9180055 -1.0078022 -1.4061992],0,negative
38898,positive,  Every Test In Life Maks Us Bitter Or Better Every Prblm Comes To Make Us Or Break Us Choice Is Ours To Bcome Victim Or Vic …  ,[-1.12625     0.73335385  0.98129326],2,neutral
1136,negative,Day by day this slogan has proven to be true afghani bhagao mulk bachao !  ,[ 0.9628064  -0.38721442 -0.55889463],0,negative
17528,neutral, sp bsp Cong tmc etc sari partio ke leader news chanals se gayab bjp ke bhi kuch time de rahe hai r …  // t co / 8DNDOhjena  ,[-0.16049294  1.372663   -1.4421042 ],1,neutral
37043,neutral,Modiji Mahan Hai Aur jadugar bhi Pakistan ne hamare jawanon ko Marne koshish ki to unhonne Akela Yudh Viman chal …  // t . co / pXcCXU1V7R  ,[-1.41682     1.4640661   0.05635703],1,positive
19911,negative, Ye himat en ko kbbi nhi mlni jub tak en k sathFawad Chaudhary etc or Murad Saeed jesy logo mojod ho !  ,[ 0.71825105 -0.22767584 -0.7291058 ],0,neutral
33173,neutral, _ ARockstar Ill cross my fingers for ya !! Im sure HOR wouldnt mind  ,[-1.0104902   2.0105526  -0.97783756],1,neutral
36955,negative,  Ye to apne suna hi hoga ki maa-baap k karmo ka fal bacho ko bhugtna padta h or aap logo k …  // t . co / YgjGsUsNvl  ,[ 1.642278  -0.5007953 -1.5112005],0,negative
3618,neutral,   _ ps Chota boy India is a democracy it means we have right to choose o …  // t . co / KTdvZ47HnF  ,[-0.1409702   0.6813026  -0.45337433],1,neutral
15863,positive,congratulations to Jay Narayan Mishra ji Nauri Nayak ji Nitesh Ganga Deb ji for the wonderful victory . Jay Maa Sam …  // t . co / 7sOdpjBTeg  ,[-2.4024613   0.16737546  2.8969707 ],2,positive
42353,neutral, Are jo exam pending hai wo clear karao sir July August tak  ,[-1.1203804  1.9162796 -0.9290114],1,neutral
30098,positive,  _ makinde # ageBeeka was good ! Was very very good ! I mean same same level with asha .  ,[-2.3098586  0.7838937  2.0757656],2,positive
7846,positive,  Wish you a very Happy Birthday Akka . This is a special year for you with lot of responsibilities on your shoulders . Nanna ’ s bl …  ,[-2.5095932   0.38101298  2.8274822 ],2,positive
11196,negative, Very late Media only defamed Cong by such taglines Cong ka hath Pak ke sath Media set narrative X p …  // t co / p0mkzVuuH6  ,[ 1.7538123 -1.0060385 -1.3041683],0,negative
