Uid,Sentiment,clean_text,proba,preds
18612,negative,Tum jaise bike hue godi media ke show me nahi Jana rashtra hit me bahut achha faisla hai . Aise media ko parmanent i â€¦  // t . co / Fyqer2WHG8  ,[ 0.1856787   0.03719204 -0.6216996 ],0
5794,positive, My parents love them too so yes haha ðŸ˜‚ðŸ’œ almost everyone from my fam actually  ,[-2.3492677  0.4566738  2.3531961],2
17667,neutral,Sir  Aap bhi aisa drama kr do kam se km  // t . co / hbCFHG6tek  ,[-1.9494182  2.2901607 -0.1276609],1
16583,negative,   105 all out # HarJagahDher 150 run to bante nahi lekin kashmir chahiye bc .  ,[ 1.1843237  -0.17754164 -1.3585963 ],0
25678,neutral,   Ye to aise apni details de rahe jaise iske Ghar ladki byahni ho humne apne .ðŸ˜‚ mansik santulan thik nhi iska â€¦  ,[ 0.18797137  0.5836315  -0.99496   ],1
10844,neutral,   corruption ki complain pe aap dhayan Kyu nahi dete ? Mene 2 baar tweet kiya ki jalor Police ( Ahore ) fr â€¦  ,[ 0.26968625  0.86457247 -1.3558315 ],1
3791,negative,  Kyu ki vo tumhari tarha chutiye nahi the Paid Media sale apne channel ka naam bhi â€¦  // t . co / BNGlv19Wlj  ,[ 2.2906513 -1.2729968 -1.5634233],0
21624,negative,  Mansoor _ Ali   _ PPP  Ye nalaiqon ka tola Ya ALLAH Pakistan ki khair  ,[ 0.5005605  -0.06596503 -0.3519212 ],0
43144,neutral, mahilaye labh uthayengi . lekin vote bjp ko dengi . kyon ki 5 sal me kejariwsl ji ne kuch nahi kiya unko s â€¦  // t . co / Bi4bChsJ38  ,[-0.4824113  1.1552681 -1.0526528],1
42867,neutral, Ye such bolne walo ko mar sakte lekin such ko daba nhi sakhte or such ko jitna dabane ki koshish k â€¦  // t co / RNCi0uDlOd  ,[-0.20792969  1.2174879  -1.1508712 ],1
40769,positive,Setting up for our HII audit workshop with matrons Thank you ISS for your support and super refreshments  // t co / oQE5Fd2FBH  ,[-2.5420375  1.2051066  2.0170004],2
17946,positive, Cheers lad . You lot just having a really good season hate to say that tbh but never forget that . Good luck for next season !  ,[-2.118126    0.34123114  2.3300028 ],2
843,negative,   Hahaha ye bnda hrksi ko kafir kehta rehta ha Apne ilawa isay koi musalman nazr hi niata  ,[ 0.31690583  0.3056179  -0.8628785 ],0
23329,neutral,    jai jai jai AKHELISH jai SAMAJWAD PIR 5sal jhelna padega na â€¦  // t co / avmQMEXZDQ  ,[-0.77371675  1.6341292  -0.68959266],1
43516,negative,JcdPs moulladad k hudood Goth faqeerabad me 3 chor chori karty hue Gaon walon k hath pakry gaye 1 Farar police ky hawaly . Nabi bux Pandrani  ,[ 2.1337302 -1.3028128 -1.5590234],0
13712,positive,Unse toh achchi hai yeh cigarette ... dil ko jalati hai magar hoton pe toh aati hai .....ðŸ’”ðŸ’”ðŸ’” SMOKING AND LOVE BOTH C â€¦  // t . co / rx1AYhkDCA  ,[-2.3915617  1.1908257  1.8171601],2
4424,positive, All the best Team India Jeet ke aana ðŸ‡:registered:ðŸ‡³ðŸ‡:registered:ðŸ‡³  ,[-2.2148235  0.6919282  2.2837567],2
11422,negative,   Alina butt fayyaz hasaan jsa kutta aur begarit admi ha he ni is dunia â€¦  // t . co / 91BQl9jx8Q  ,[ 1.2622857  0.0220861 -1.543392 ],0
17588,positive,  _ Zeeshan09 Main Turpeya Ghar se Dur # TurpeyaSong Mind Blowing Song Bhaijan ðŸ”¥ðŸ”¥ðŸ”¥ # Eid2019 # Bharat # BharatThisEid # 14DaysToBHARAT h â€¦  ,[-2.6274292  1.5647933  1.7032216],2
8745,neutral, Esa koi exam nahi up govt . M jo in 2 saal m leak na huaa hu Ye to sarkar ki rajniti h ki na to ham â€¦  // t . co / S1s6PxoHiJ  ,[ 0.03947363  0.8496438  -1.293617  ],1
37006,positive, _ adi1 Listen to # Duniyaa from # LukaChuppi . I guess you'll love it ..!  ,[-2.5385425   0.67760533  2.3607223 ],2
29291,neutral,  Shall we get a few more Streams in of BOY WITH LUV Before the Wembley Concert Starts ?? Leave a Screen of your Stream ! ðŸ‘‡â€¦  ,[-1.6591463  2.5308564 -0.5565865],1
5905,negative,  Secondly maa baap ki izzat b koi cheez hoti hai . Har cheez ko support karna band karo . Just because she is a woman doesn â€¦  ,[ 0.7024613  -0.18976842 -0.75235826],0
27921,neutral,Maleeda Sugar Free-Cholestrol Free-Gluten Free Yug me log sonch bhi nahi sakte ... ðŸ˜  // t . co / 8928pYsnwY  ,[-0.8139295  1.6270148 -1.0612957],1
8762,positive,  I trust Dhanya to be active when it comes to women's issues .  ,[-1.7451863  0.5384934  1.2583632],2
42612,negative,Aur godi media vale ko ab v aankhe nhi khuli to Desh rasatal me chala jayega .  // t . co / byeS5LVZQi  ,[ 0.91980034  0.06331418 -1.4227927 ],0
34997,neutral, government job ke bare me sharkar ku responsible nahi vacancy itni kam aur vo final nahi kar va pa r â€¦  // t . co / gdatpvcuFQ  ,[-0.2620973  0.9965409 -1.2016574],1
10988,negative,Shame Shame ....!! Tu kese jinda hai twitter me ? Tujhe sharam nahi aate hai kya ?? Tere upar Modi ne Dalali Kiya . T â€¦  // t . co / j8ZP2zPD8q  ,[ 2.0948417 -0.8521837 -1.7538221],0
14844,negative,Abay Ab b Tum log Zinda ho Sharam hoti he koi Haya hoti he Tuo Khud tu kamata nhi Jo tukhe atay k Bhao ka pata ho M â€¦  // t . co / us5jFzBRGq  ,[ 0.7170471   0.24244949 -0.95663583],0
3014,neutral,  pehle to janta ne priyanka vadra gandhi ki jam ke chuski le li hai ... ab uska dhol ba â€¦  // t . co / 8X1FaF7WO4  ,[ 0.10212804  0.69033515 -0.63534766],1
20448,neutral,chalo bhai tum chahe din bhar opinions kyun na rakh lo but someone else starts having opinions without bothering yo â€¦  // t . co / 4086iGSpNx  ,[-0.28884348  1.4402639  -1.1859968 ],1
23905,negative,Ab btaao ki isko samprdaayik roop kisne diya us ldke ne ya muslmaan ne ?  _ IND  â€¦  // t co / HTPf2MAhxO  ,[ 0.8019145   0.54168475 -1.5453851 ],0
37296,neutral, _ Rohatgi  Tweets people do when they are irrelevant to the point ki koi ghaas nahi dalta  ,[-0.3627583  1.2645024 -1.145926 ],1
42856,neutral, No ðŸ˜… omg I can't remember which place that was I need to look lol  ,[-1.5449107   2.5935566  -0.79059654],1
29080,negative,  _ Kaun kaun iss baat se sehmat hai ki BJP urf RSS CONGRESS ki galatiyo ka phal hai ?  ,[ 1.0969131   0.08064058 -1.6658676 ],0
10822,positive, Dear Our PM Sree Narendra Modi ji Sir Ham Apke big fan hai sir please yadavo ke laaz ko Aap bachha ka â€¦  // t co / lFcugw92aD  ,[-1.6489611  -0.01281473  2.1156778 ],2
27237,positive,  Bade bade deshon mein aisi chhoti chhoti baatein hoti rehti hain ! Celebrate the freedom of love with Durex # LoveIsLove htt â€¦  ,[-1.9749811   0.48168635  2.0523841 ],2
31449,positive,  Good bhai very good abhi se 2024 ka prachar karna shuru tv k maadhyam se . Ye apki niji raay h â€¦  // t . co / oeNLpz09rL  ,[-2.0527077  0.9819648  1.5221941],2
10734,neutral,  _ rao1 Desi moms ki Kam krny ki ajeeb science hoti hai . Aur Agr na mano to foran Dozakh ki dhamki ðŸ¤ðŸ˜Ÿ  ,[-0.6052065   1.092959   -0.21500249],1
5739,neutral,  How's the # chamche Kya haal hai chamcho ka Bada chilla rahe the Lahul Gandhi bn Gaya pm ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜…ðŸ˜€ðŸ˜…ðŸ˜€ðŸ˜…  ,[-0.96275944  1.4295518  -0.23743004],1
41105,negative,  _ 96 hamari education system hi chutiye jaisi h ... ghanta achi job milegi . BC itne faltu subjects & alag alag languages padhayi â€¦  ,[ 2.016661  -1.1523951 -1.55373  ],0
13394,positive,# StayAwayFromHypocrisy  Good morning guru g Bless nd give us power 4 Sewa Simran nd Parmarth Dh â€¦  // t co / L8iOMoriDG  ,[-2.235223   0.2671052  2.5880983],2
30013,positive,à¤¸à¤µà¤¤à¥€à¤¨ # HIT _à¤¸à¤ˆà¤¯à¤¾ _ FIT Bhojpuri song 2019 super hit shishir panti thakur ...  // t . co / EBGheRPK3A via   ,[-2.5110478  0.7127068  2.4487295],2
11032,neutral,Bhai ye to sahi h . mgr hamare pas h hi kya . Bjp ne to achut bna hi diya h . Nfrat bhir hi di logon ke dilon me . Khuda â€¦  // t . co / QY5A9wAccl  ,[-0.67033976  0.9704888  -0.32947063],1
19785,positive,Wish you many many happy returns of the day  I pray god for your good health and fortune â€¦  // t co / v8UVVlTXxk  ,[-2.3298764   0.17136917  2.8763032 ],2
21293,positive, guy groove has really fun choreos ! oh haha it doesnt matter jake and erica really do choose good songs tho  ,[-2.355667    0.72239727  2.1776261 ],2
21155,neutral, Gud mrng Actually aapka msg box show naHi kar raha hai otherwise mai aapko msg hi karta Aap mjhe ek msg â€¦  // t . co / 89XTbVWhUV  ,[-0.9851212   0.99266493 -0.02793428],1
6056,negative,Es me koi shak nahi k PTI hakumat me opposition siraf apne corrupt leaders ko bachane k lie bhonkte hain mulk k lie â€¦  // t co / eb6HYYgu00  ,[ 1.4913102  -0.44534022 -1.4527175 ],0
20984,neutral, My complain is network issue mere area me baar baar 3G network chala jate hai aur iski bahut baar co â€¦  // t co / sbGbhjXgp8  ,[-1.0673838   1.6258353  -0.65154785],1
25856,positive,  AWW BBY ðŸ˜­ðŸ’–ðŸ’– I LOVE U SO MUCH my dms are always open ðŸ˜‰  // t . co / 4MQkP7nxo4  ,[-2.5945446   0.83022064  2.5984087 ],2
8240,neutral, Sir leave ..... maza nae ha Pakistan ma kici b media journalist ka .. q k yahn koe such Bolta e nae  ,[ 0.08517243  0.9493679  -1.2167239 ],1
21721,positive,Today is big festival meri Bharath ma ka beta pure viswa me raaj karega sabke dil me sirf ek naam ' Modiji ' Bharath matha ki jai  ,[-2.234883    0.46000174  2.2213206 ],2
27783,positive,  Aaj ki # sheri thank you # farhanqiser lovely meeting you all # kamranjillani # adnanjillani # irfanmw # adilmurad # nomanmaso â€¦  ,[-2.4864948  0.5484981  2.5714958],2
19625,positive,What an awesome ending to an epic drama # ranjharanjhakardi We will miss you  as # bhola on our scre â€¦  // t . co / 55P9aTgWwZ  ,[-2.252986    0.02883657  2.89116   ],2
35006,neutral,Hiii i just made this acc and i want khh and krnb mutuals !!! i love sik k dpr live crush heize offonoff jus like this or follow me hehe  ,[-2.0933921  1.5647768  0.9657397],1
17660,positive,  _ ali _ k    Present jo hai aapki deklo shameless beggars India is fastest growing Â  major Â â€¦  ,[-0.12638889 -0.0922508   0.3807722 ],2
23605,neutral,   _ vikash  _ deepakj   He said not just bjp ppl r Hindus even v r Hindus But as in politics t â€¦  ,[ 0.28105465  1.0124189  -1.542907  ],1
17224,neutral,  _ chauhan Hindi Rajbhasha he Rashtrabhasa nahi Kripya 10wi tak ki padhai kare  ,[-1.5807565   1.4840996   0.09508859],1
23874,neutral, _ fatiiiii Nhi yaar yahan tw 1year walo k bhe khatam ho gye thy  ,[-0.46938303  1.4727917  -0.73605317],1
11284,negative,  Woh sab to theek hai par tumhara sore loser kaha hai !!! Pyaar baant raha tha ab swearing in â€¦  // t co / 6ubZ8R4rKx  ,[ 0.17821684  0.04388999 -0.5592318 ],0
22701,neutral,  _ Ben _ Kay   So you should be able to evidence your claim . But you can â€:trade_mark: t . You made it up .  ,[-0.9253395  1.717569  -1.012551 ],1
25926,positive,  I am sorry for being rude . No I am sorry . It was my fault . Hehe I love you . I love you more . â¤ï¸ Beautiful are those â€¦  ,[-1.9858507  -0.26431248  2.7519703 ],2
11652,negative,EID ke iss Mubarak mauke par Unik Bazar lekar aaya hai aapke liye dhamekedaar offers Karein 3000 Rs ki khareedari â€¦  // t co / YHoCCjnKpP  ,[ 1.3413038 -0.511958  -1.4094933],0
9458,neutral,   # HNY2 ki announcement hogyi to humka iss gola me nhi rehna hum nikal jaounga dusre gola me  ,[-0.7433382  1.2967116 -0.7815842],1
11081,positive,kuch apke banaye huye rishte boht khaas hoty hain phr woh apki life mein rahy nah rhy apke dil hamesha rehty or yeh â€¦  // t . co / vebWBOAkRX  ,[-2.0960405  0.9930093  1.7408996],2
7285,neutral, Sir Bhim Army join karna Chahata hu M Please help m From Mp ðŸ:trade_mark:ðŸ:trade_mark: Jay bhim Jay Bharat  ,[-1.7742403   2.0786228   0.06240493],1
2764,negative, _ shawn Not this again . Liza and haaru legit had a desi rotten egg on timeline last niggt . With chutiya chutiya everywhere  ,[ 2.3032541 -1.327377  -1.5133647],0
40419,neutral,  Ye hai fasism ka phla stape ... 2022 target ... Hehe .. Ensan bnaya hai eshwar ne ...... Ldo aur mro  ,[-0.9131881   1.7425557  -0.75375044],1
44227,positive,  ðŸŽ¶ We've got a beatastic prize up for grabs ðŸŽ§ We've teamed up with our friends at  & giving you the chance to # WIN a pa â€¦  ,[-2.5862381  0.7882873  2.54628  ],2
21965,neutral,   Double attack Modi ka sath gaya Rahul ka Mila Ho gaya khela  ,[-0.06468765  0.73935986 -1.0871899 ],1
25875,negative, Chutiya gaye hain chuse huye aam ke fans ðŸ˜ disaster saala khud toh khel leta hain ladkiyon ke saath phir â€¦  // t co / Ftbg9hVpUs  ,[ 1.5370479 -1.1413237 -1.0774794],0
21921,negative, _ Sharma4 Congress kuj v krle koi fayda nahi Jo hindutva ka teer BJP ne chlaya hjab tak uska todd nahi nik â€¦  // t . co / FiEiOIRVR4  ,[ 0.59077615  0.34946653 -1.4002216 ],0
18535,negative,  _ MEENA _ NKT  Election Commissioner haram khor ne sabh ke vote usko bech diya . Pai â€¦  // t . co / M6btp0F6s3  ,[ 1.041489    0.23645553 -1.5547898 ],0
5278,neutral,Sab free kar dete hai sir sab bheekh maang kar jeeyege  // t co / 8vHkWztg9b  ,[-2.343854    1.8447939   0.97622555],1
10444,neutral, _ durrani  _ quraishi PTI walon ka problem ye ha Wo mehngai ko b defend kar rahy hine . Haha  ,[ 0.39674413  0.84143573 -1.4464178 ],1
43225,positive,Visvas kumar great leader i don't know but he is great human and we like his performance ðŸ˜„ðŸ˜„ðŸŽ¤  // t co / vzWRzwSdpH  ,[-2.3437345  0.4200314  2.6514509],2
28263,neutral,  RSS k thee isliye Kyuki kabhi koi veerta ka kaam kartey nahi  ,[ 0.03767932  0.8137505  -1.2095863 ],1
37439,positive,Thank you so much apka ek new india banane ke liye Koti koti pradam apko  ,[-2.3776157   0.33721015  2.6259909 ],2
1500,neutral,  DreTekDem One thing I â€:trade_mark: ve realized you can â€:trade_mark: t force nobody to see the bigger or to see that you got them when nobody else does . Imma ju â€¦  ,[-1.8759668  2.3674266 -0.1728744],1
27390,negative, Tu gulam hi or gulam rahega murkha bevkuf Desh drohi tu Pappu Khan ka mutre pe or Pakistan ja maderchd  ,[ 2.0120955 -1.1961874 -1.3205221],0
5166,positive,  â€œ Zindagi har lamha hai khushi kar isse dosti o yaara ve â€¦ â€ dedicate this special song to your besties sung by legendar â€¦  ,[-2.5624225  0.7192919  2.4743414],2
17,negative, Shukar hai ye pathan nae warna # PTM nay is pr b wae dramay krnay thay . In ki harkato ki waja say bht jal â€¦  // t . co / u7k1EUYpk3  ,[ 0.6314234   0.16947266 -1.0391328 ],0
17475,negative, Ek dum sahi kaha TV news ke jariye naam kaam liya paisa bana liya or ab boycott ka natak ... Joker saale  ,[ 2.1531842 -1.1625437 -1.3501625],0
24131,neutral, Fauj ko generally free hand hota hi hai . Par unki 1 limit hai jiske aage politicians ki responsibil â€¦  // t . co / x3bQEwPcaF  ,[-0.49542144  1.2037388  -0.9161168 ],1
14972,neutral, _ amit   _ bandvi   Bhai kaun janta hai ki usi ne karayi hai ab w â€¦  // t co / C2n4bK1aCz  ,[-1.8251629   2.2910311  -0.27247897],1
42421,neutral,  Congrats .. Asia subha apka nam nahe lia dekho retweet de dia na ðŸ¤—ðŸ¤—ðŸ¤—ðŸ˜˜ðŸ˜  ,[-2.2979472   2.1674232   0.49244368],1
26724,neutral,   Rahul gandhi ne yeh kya sandesh desh ko diya ki party president ko power nahi â€¦  // t . co / nWArcx79FS  ,[-0.9320594   1.344811   -0.40063322],1
37891,positive,Modiji to Mota Bhai - 100 run banate nahi Puri Pakistan ki team se aur inn chutiyo ko World Cup jeetna hai !!!â€¦  // t . co / wCttUcKijP  ,[-0.28216964  0.12498964  0.69098467],2
11377,negative,Aise seedhe muunh pe bol diya  bada potato ..... Sad ( We boycott you  _ amanna  // t . co / qyLEXvCZ0l  ,[ 0.6226037   0.23475623 -1.110291  ],0
20601,neutral,  ACTION NEEDED The RHA will be heard in the Senate Public Health Committee tomorrow (5/30) at 900 AM Please fill out â€¦  ,[-2.002638   1.8143321  0.3018697],1
7232,neutral,  _ singh0710 gussa ho sakta h bura hoo Par sabse jyada sachai ko gussa hi niklwaata h right or wrong ? ???  â€¦  ,[-0.9524845   1.6713254  -0.49354196],1
30579,negative,KUTCH NAHI DEKHA TOH KUCH NAHI DEKHA FOLLOW  FOLLOW US ON FACEBOOK  // t . co / TP5WurymTr FOLLOW US O â€¦  // t . co / jjgLsiG22q  ,[ 1.0324531  -0.00547235 -1.2286077 ],0
9185,negative,  Such kaha apka masla kya ap tu phatano k name p syasat kr rahy ho chutye ghaddar insan  ,[ 1.9637306 -0.8412865 -1.4495276],0
1918,neutral, Kya media ne theka liya hai Congress ko improve karne ka ? 130 saal purani buddhi jarjar aur sadi g â€¦  // t . co / GJxmjNh8g4  ,[ 0.20127113  0.45781514 -0.9082064 ],1
4134,positive,  Jai Shri Ram is the mark of respect to Bhagwaan Ram   ,[-1.9018846   0.45973203  1.7495604 ],2
15585,positive,  Lots of lots best of the best Wishes the Team Modi Sabka Saath Sabka Vikas Sabka â€¦  // t co / CtHpGhsp5B  ,[-2.4126384   0.15858275  2.9554386 ],2
30146,neutral,    _ dir Pehle chalta tha ab nahi pichle 2 saal ki Bollywood ki track check â€¦  // t . co / VZKticNi3R  ,[-0.79998213  1.5668186  -0.8265117 ],1
20936,neutral,  # 32YearsOfMrIndia ( May 29) Hawa Hawaii Karte Hain Hum Pyaar Kaate Nahi Katte Zindagi Ki Yahi Reet Classic superhero mo â€¦  ,[-1.7213601  1.3502079  0.5910787],1
20757,neutral,  # Ramzan rush got  to turn into traffic cop for a while at Fateh Darwaza ðŸ˜„ We feel your pain .. # Hyderabad # Cha â€¦  ,[-0.99940854  1.9073871  -1.0302842 ],1
4304,negative, zindagi _ 5 Muslim samaj ki kutchh ldkiya pakke taur par ' din e islam ' ko manti hai agar usko kisi non muslim se lo â€¦  // t . co / s8K0bGDa3X  ,[ 0.61271423  0.05067321 -1.0179425 ],0
24009,negative, Sacchi debate se bhagne wale congressi nahi hote . Punjipati yonke ishare par nachanewale media wa â€¦  // t . co / ssMJo9xRA3  ,[ 1.4862614  -0.18173358 -1.7497933 ],0
10865,negative, The _ Daredevil  _ pant Andhbhakto ki sulgaane me bahut mazaa aata hai tumhara hijda baap modi kabhi b sahi â€¦  // t co / QPnT6n3kZ5  ,[ 1.094621   -0.24962285 -1.1317397 ],0
11302,neutral,  ghutan si hone lagi uss ke paas jate hue main khud se rooth gaya hun usey manaate hue ~ Azhar Iqbal  ,[-1.8534701  1.6661221  0.6628042],1
12308,neutral, Aabe got 0 claimed 40 Kuch to bol kaya huaa !!!! Tuzhe to fayada hi hua na Ticket bech Kar Paisa banaya tum ne  ,[ 0.39615476  0.43026373 -0.9801211 ],1
13925,positive,  Ab ek aacha aur positive comment dekhne ko mila ...... Hope fir se acche din aa jain .... I miss those days .  ,[-2.341298   1.0279367  1.481457 ],2
21861,positive, Best dua yeh sab results tou dunia wi hai onke dar se tou buss onhe ke ataat chahye aur bulawa  ,[-1.251586    0.47396016  0.90240526],2
23801,neutral,Bta den plz hm intezar kr rhe rhe hn   // t . co / XvYgWyFAOa  ,[-1.0583944   1.8329746  -0.44724154],1
12919,positive, guru g give bless m more sewa simrn parmarth study gd mrng papa g  ,[-2.2185874   0.30499935  2.425546  ],2
32382,positive,  _ TheFilm     Jarur bhaijaan ... I'm excited about it  ,[-2.5013006  1.0119772  1.9885375],2
9363,positive, Mere taraf se aapki mom Ko unki Janam diwas ki dher sari subhkamnaye ðŸ:trade_mark:  // t . co / fM9bigX583  ,[-2.2966864  1.1870016  1.5416559],2
24884,negative, Tumhare baap aur khandan kia apni kamaye se Umrah karte the ? tum bc Randi ki bachi mo band kar k be â€¦  // t . co / AW18Yuy1Ml  ,[ 2.490201  -1.4788603 -1.6369044],0
6705,positive,# Repost  Thanks for sharing ðŸ˜Š [ JANG KEUN SUK FILM CONCE TOUR ] We're kicking off June performances â€¦  // t . co / 8BpNRbALqn  ,[-2.4847882  1.4418424  1.7290102],2
15368,neutral,  _ RAJA _ # Pakkiri Fun-filled Movie From This June 21 # PakkiriFromJune21 # 21DaysToGoPakkiri    â€¦  ,[-2.4116786  2.21537    0.6520657],1
177,positive,  _ A _ D ___ M _ A _ N In sab films me sab cheez theek baith jati Like director vision great scenes good s â€¦  // t . co / CAzzTxoCxa  ,[-2.3049328   0.21117619  2.6468668 ],2
14937,negative, Bilkul krskti hy . Agr tm jaise bikao media suport krain na k 1 match harne se izzat utaro .  ,[ 1.2653607  -0.13700685 -1.4532478 ],0
