Uid,Sentiment,clean_text,proba,preds,actual
16804,neutral,  Ssahi baat ... n love jehad me barbad hui ladkiyon ko samaj k taraf se v koi help kavi …  // t . co / bBfwTufDOK  ,[-0.5508422   0.91153234 -0.3290816 ],1,positive
27005,negative, _ pipal   Ye konsa print media authorised hai .. abe chutiye vha pe candidate ke member …  // t . co / h2JtC6IYu2  ,[ 2.109864   -0.03121905 -1.7832571 ],0,negative
37999,positive,  Wishing the very best for our AP CM  I am sure he will grown bigger than his great father Many more terms ahea …  ,[-2.45641    -0.34981132  2.5536609 ],2,neutral
9986,positive,  This highlight news telecast at # MadarsaNews aap ko rakhe Aage .. Hamesha Lage raho  ,[-2.7373927  0.8055393  1.7877948],2,neutral
30960,neutral,        _ Diva13   …  // t co / xwJZtX2vvW  ,[-1.3041041   2.5614347  -0.75376683],1,neutral
42504,negative, Suwar ki Aulad British Media tujhe bahut chinta ho rahi hai . Jitna India KO tum harami ne banta aur lutta …  // t . co / 5VDSXig9IE  ,[ 1.5597206  -0.29873416 -1.3517059 ],0,negative
28036,positive, Indian Prime minister Shri Narendar modi ji Badhai congratulations  ,[-2.320404   -0.14273389  2.3545742 ],2,positive
34821,negative, Tere jaise channel love band hona chaie . Muslim ne sadak par pure parivar ko maar Diya . par tum jaise …  // t . co / q5eV80lXje  ,[ 0.8934735  0.2545915 -1.0538368],0,negative
35140,negative,Lekin farq ye hai arabs k pass tail hai jise wo bech kr khud ko chalate hain or khi jo sirf akela baap bun kr baki …  // t . co / szRhCVtyrK  ,[ 0.28572467  0.25068238 -0.6482941 ],0,neutral
2212,negative,  Fake news coz yrf itni badi galti ni krga .. # ShahRukhKhan ko ab action me psnd nhi krgi audie …  // t . co / JAgmdGrOtQ  ,[ 1.2039586   0.30804405 -1.2789348 ],0,neutral
31698,neutral, ji Aapka vikalp congress to kya is desh me nahi hai Main to kahunga universe me nahi hoga …  // t co / Hswe03Gwf7  ,[-0.10389566  0.94189864 -0.82064253],1,neutral
7758,neutral, Sorry to film Vivek Oberoi ki wajah see fail Hui hai koi achha actor Lena chahiye tha  ,[ 0.41290575  0.58990914 -1.092694  ],1,negative
37677,negative,   _ Beast  Bhaitards ka paltu kutta hai ye  Ajay pe tweet karo toh 5 retweet nahi aate Aks …  ,[ 2.3423219 -0.5765571 -1.7769665],0,negative
40725,neutral, _ Seeker   Al-Hamd O Lillah me khud ki kamai pe Zindagi guzar rha hn or 3 families ko support kr rha hn . Ab bolo  ,[ 0.32461068  0.348897   -0.8483793 ],1,neutral
37097,positive,Good Morning Cute  _ Kartikeyan Annaa :two_hearts::smiling_face_with_heart-eyes::hugging_face: Happy Sunday Annaaaa :beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes:  // t . co / go4afvwOVh  ,[-2.8254423   0.20537235  2.2547278 ],2,positive
25922,neutral, _ Sincerity agar ho to thek otherwise whoi bezti bhe kar saktai  ,[ 0.35016698  1.1672313  -1.104204  ],1,neutral
6442,positive,  Safar khoobsurat he mazil se bhi Happy wedding aniversery avneil # Naamkarann # AdiZa # AvNeilSecondAnniversary # Avneil # Zai …  ,[-2.587413    0.12313695  2.1586149 ],2,positive
33843,neutral,  # uppscscam Where is opposition ??? where is media democracy fourth pillar ??? kya is country me beef cow Mandir masjid samsan …  ,[ 0.60951966  0.62111276 -1.0034498 ],1,negative
33525,positive, _ 00 Ur ma everything My backbone for life ily bestie .:loudly_crying_face::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:  ,[-2.6949258  -0.12601645  2.4441676 ],2,positive
38013,positive,:rosette: Good Morning  papa ji plz bless me more sewa sumiran parmarth ka bal bakhshna ji Dhan dhan sa …  // t co / 0dV6taauuH  ,[-2.2461321  0.5614461  1.7212236],2,positive
38112,neutral,  Bahut hi sarmnak hai ye ghatna ab koi satta ka pujari nhi dekhega sir or na hi koi nari …  // t co / FGMRi15lJk  ,[-0.6275911   0.6928876  -0.06391945],1,negative
1444,positive,Wkwkwk kalah gw sama anjinganjing ultah trending gw ultah gak trending2 . Happy Birthday Vivi Wish you long life an …  // t . co / SD8OIm42xN  ,[-2.6829638   0.23349576  2.4472272 ],2,neutral
44071,neutral,Ek time tha jb bjp per congress hass rhi thi or Aaaj congress per Pura India hass rha hi ....:smiling_face_with_halo:  ,[-0.3938503  1.066251  -0.6134071],1,negative
1300,negative,Congressi mahino se chilla rahe the 56 inch is bluff Ab dekho kya halat ho gayi 56 seats bhi nahi mili :face_with_tears_of_joy::face_with_tears_of_joy:  // t . co / qOMI6ZtwmN  ,[ 1.3314644  -0.00390789 -1.387307  ],0,negative
9157,negative,  Aapne us bande ko block kar diya ab kya fayda share karne ka ? Asli comment to wo deta  ,[ 1.2476684   0.36065376 -1.6653758 ],0,neutral
31037,neutral,  sir Aapne achchha nahi kiya mantri ban kar Aapne apna kad khud hi chhota kar liya is se bjp ko …  // t . co / GSZPj2nUId  ,[-0.70631534  0.88389045 -0.14178362],1,negative
10459,positive, respected pm many many congratulations sir desh ki trakki ke liye Mera ek sujhaav hamaare desh m shaaml …  // t . co / pEQVyB1FXb  ,[-2.4087422 -0.6021999  2.5940154],2,positive
19260,neutral,  _ Poison  _ Krishna Gadho ko to ye bhi nahi pata ki Obama ab president nhi hai US ka :face_with_tears_of_joy::person_facepalming:  ,[ 0.2664868   0.65678793 -1.0229155 ],1,neutral
10537,negative,  _ Surya Paagle You are such an AskHole YOu rant shit all day no one cares u r frustrated an …  // t co / E6PxYrYqph  ,[ 2.4665983 -0.735229  -1.5635358],0,negative
34824,positive,Happy birthday Mairoooo  May the Almighty bless you with the best of both worlds ! I wish you good hea …  // t co / nuADXqqQVQ  ,[-2.2938576  -0.03239767  2.315266  ],2,positive
29653,neutral,Shuru ho gaya inka naatak . Modi keeps someone from BJP-RSS Huh ! Amit Shah is Home minister ! Look what we have co …  // t . co / q7bxjRqJ8Y  ,[-0.56433535  1.3338437  -0.8375501 ],1,neutral
27322,negative, Mansoor _ Ali Mansoor Ali agar tu Sacha Pakistani he to ye tweets karo Pakistan ke wajood ko khatra he un se go Log …  // t . co / DuTCHq9OW8  ,[ 1.259769    0.19163722 -1.2931026 ],0,neutral
25929,negative,   Beta Burnol laga Debate to sale inke bhee chalega  ,[ 0.9842433  0.9031335 -1.4782995],0,negative
15693,negative,Kha se ati h itni pavitr ldkiya jine bc nahi pta :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:  _ villen    // t . co / oIX6ca3WHI  ,[ 1.522553   -0.19448915 -1.3303667 ],0,neutral
23517,positive, you have seen an KIDNAPPING film I think you are almost good to watch APHARAN (:speaker_low_volume: UP-haa-run ) ( mea …  // t . co / uQfkfYkrin  ,[-2.4345949  0.4905064  1.1707207],2,neutral
14676,positive,Modi ji ki is Etihasik jeet ke liye Hamari tarf se dher sari subhkamnaye I love modi I love my India Bharat mata ki …  // t co / B1Mii2evW0  ,[-2.2073147  -0.58360314  2.5413947 ],2,positive
15698,positive,  ꕊ 𝐂𝐡𝐚𝐩𝐭𝐞𝐫 𝟔 / 𝟏𝟐 ꕊ You are the best thing that ever happened to me :heart_suit:︎ ผ่านไปแล้วครึ่งปี ขอบคุณทุกคนที่อยู่กับผ…  ,[-2.227433    0.46258593  1.8681298 ],2,positive
20463,positive, Jai bharat congratulations p m modiji ke uper pura bharat ko Viswas hai p s rajpurohit 9949436427  ,[-2.5128887  0.7877305  1.6078887],2,positive
28888,neutral, Yahi hai Congress Party kee Yogyata . Congress Party mein Gandhi's ke bagair koi bhi candidate Party Adhyaksh ke kabil nahi ...  ,[ 0.22179735  0.8743499  -1.2025021 ],1,negative
19034,negative,  You mean our problem was being democratic ? Vivek tum jo katori main attention ki bheek mang rahe ho uspe khoon laga hai .…  ,[ 1.1147703  0.3408414 -1.3148997],0,negative
44216,negative, Aisey hi paon tale inke Armaan aur ye khud kuchle jayenge Aab nahi chalegi ye deshdrohi wali mansikta …  // t . co / 45Xv1LwdLq  ,[ 1.3939902  -0.30752888 -1.1916064 ],0,negative
22799,neutral,  _ forever Repeat after me . Hindi . Is . Not . The . National . Language . Of . India .  ,[-0.4022525   1.1742134  -0.41518688],1,negative
36102,neutral,# NCT127 _ SUPERHUMAN # WE _ ARE _ SUPERHUMAN Every song On The fkn album Just Took My wig away stream jet lag  ,[-1.3328265   1.3596485   0.12858516],1,negative
37921,negative, _ amanna Tamil nadu me chodo delhi ke pvt schools me hindi ki buri halat he 9th ke baad hindi he hi nahi  ,[ 0.98328096  0.10822788 -1.2125809 ],0,neutral
9624,positive, Bahut bhut subhkamnaye or badhai bhai hanumanG beniwal ko  // t . co / ILR0fTrJfC  ,[-2.6758945  -0.24963121  2.6989098 ],2,neutral
31631,neutral,  _ padala  _ bug      Well …  // t co / v2WdYveusV  ,[-0.93120176  2.6481464  -1.0862917 ],1,neutral
40812,neutral, _ vibhor85      _ Wo to me bata dungi .... lkn ye me ne kdhr likha he .??  ,[ 0.13989633  1.4526343  -1.0636092 ],1,neutral
14993,positive, War Games is one of the best Doctor Who stories ever btw That ’ s a hill I will gladly die on I ha …  // t . co / 4bJpAeGHPb  ,[-2.6285746  -0.05056345  2.0777366 ],2,neutral
33181,neutral,bikul sahi hai ... ab jo bhi hai khairat me hai lena hai to lo nahi to kat lo ....  // t . co / 0ub285haEQ  ,[-0.7468129   0.6466882   0.15807074],1,neutral
9688,neutral,   Wohi to hypothetically toh Raul Vinci bhi Rajiv Gandhi ke suputr hain but …  // tco / wZDcXgfpEC  ,[ 0.5935368   0.98339874 -1.532881  ],1,neutral
27539,negative,    _ Khanji  she is not bad bro Atleast gaddar toh nahin hai na jaise humhare Desh mein hai …  ,[ 0.68818843  0.1973826  -0.8003265 ],0,positive
3318,negative, Jab Kapra eejaad nahi hoova tha to Janwer ki Khaal hi Sardion me Jisam ko Sardi say bachanay kay waastay …  // t . co / p0ATcHdKyn  ,[ 1.0898482   0.02483233 -1.1634449 ],0,neutral
9909,positive,Happy bdday  May god bless you . :grinning_face_with_big_eyes: enjoying the day  ,[-2.1416643  -0.35831887  2.294704  ],2,positive
7649,neutral, Let's check all the EVMS and VVPAT of GUJARAT alone ... Sab samajh Aa jaega ... Why select and choose …  // t . co / dIdnouaaPo  ,[-1.3330616  2.1386166 -1.1132756],1,negative
18800,negative,    Even the person sharing it knows it is fake not only this v …  // t . co / lMZhgXXDQS  ,[ 1.0227984  0.6030393 -1.3295609],0,negative
20814,positive,  New Zealand World Cup jeet jaye almost utni hee khushi hogi jitni Pakistan k jeetne ki hogi . Have always had a high l …  ,[-2.3474948 -0.521092   2.5485692],2,neutral
33744,positive,Good is duniya ko pyaar our pyaar karnay walon ki zarorat hai . :face_savoring_food:  // t . co / ASGmcNOKA9  ,[-0.63155216  0.08566782  0.44086784],2,positive
34420,neutral,  BJP ne JDU ko jyada seat se ladne diya Iska matlab yeh nahi tha ki BJP kamzor hai par inka f …  // t co / yckYyx4XXT  ,[ 0.11427495  0.7137347  -0.9637839 ],1,neutral
42755,neutral,    _ dhuvad  _ hiral :face_with_tears_of_joy::face_with_tears_of_joy::grinning_squinting_face::grinning_squinting_face::grinning_squinting_face: heiii :thinking_face::face_with_raised_eyebrow::face_with_rolling_eyes::face_with_rolling_eyes: muje kuchh kaha kisi ne :face_with_tears_of_joy::grinning_squinting_face::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::face_with_tears_of_joy::face_with_tears_of_joy::see-no-evil_monkey::see-no-evil_monkey::see-no-evil_monkey:  ,[-1.3808987   1.6454585   0.21330506],1,neutral
30488,negative, Es desh me tum jaise chutiye rahege to kaise koi apna party ka prawakta bhejega midia to desh ka 4th …  // t co / S2h1s8cTws  ,[ 2.114916 -0.398296 -1.587493],0,negative
28135,negative, Shame Shame Shame on you Mr . Sohail kiya tum ALLAH RABB UL IZZAT KAY EHKAMMAT ko maan'nai sai i …  // t . co / hccVlgtVhS  ,[ 2.0521173 -0.5037051 -1.3259729],0,negative
22418,neutral,I just had golgappay limca and ice cream . Sbha gala tou kharab nahi huga ???  ,[-0.73574704  1.3663437  -0.68976283],1,neutral
13192,negative,Tumhari sabha me Tumhari gandagi sun kar vote bjp ko diye soch Es aadami ko to bahut diyaa baap ko diya to jail ga …  // t co / ODgG6yzxhd  ,[ 2.1370323  -0.39202952 -1.6576458 ],0,negative
34832,negative,  * krpk voice * real ass kurta give a fuck bout a spider  ,[ 2.624133  -0.7467928 -1.7457203],0,negative
18730,positive,My love friend Sapna ji ma aapka dil churalunga key ki hame aapk dil ma rahte h aap too mar dil ma ho my love frien …  // t . co / vI2ZpOjGJt  ,[-2.817072   0.7529067  2.0161083],2,positive
29000,neutral, Kuch samay pahle Rajiv Gandhi ji ke bare me bole the aap Abhi turant Rang badal liyeSame as Gand …  // tco / HCkTMAyzth  ,[-0.8838318   1.4151995  -0.49805057],1,negative
15559,neutral, ji tumhare liye Mayawati hi h baki Bjp tumhare liye Kch bhi krle tumko nhi dikhega Bjp hi phle party h …  // t . co / Re1Ladf2Cy  ,[ 0.38053736  0.44382524 -0.7328529 ],1,negative
6678,positive,:two_hearts: Good morning my Rockstar papa  ji :two_hearts: :rose: Plz bless me more sewa sumiran parmarth ka ba …  // t co / b3Y2jcTRUN  ,[-2.33379    0.4188315  1.9150757],2,neutral
939,positive, _ kalia  _ thaa What ??? You want hindi for uneducated people ?? Nice having a conversation with you bro .…  // t . co / i7X4RbPXv8  ,[-1.8091856  0.5995914  1.2316715],2,neutral
38107,negative,Chubir's fans be like hum katwane ko taiyar h aao humara kat jao sale chutias :face_with_tears_of_joy:  ,[ 2.451734  -0.8545601 -1.6663986],0,negative
4604,negative,    Sun be madharchod Teri ma ka bhosda Randi ke Teri maa k …  // t co / cs5MwipCPL  ,[ 2.5883987 -1.0857043 -1.6493734],0,neutral
13983,neutral,        …  // t co / fB2ysCnyQ1  ,[-0.65624064  2.3246624  -1.077849  ],1,neutral
12761,positive,  Well done  this time you do very well as a host . Good job Ata aamchya apexanvr pani feru nka . Next wee …  ,[-2.345594  -0.4853001  2.4902925],2,neutral
30279,negative, Afwahain Tere baap kuttey :dog: ke Marne ki thin lekin bhonk Kar tu Bata raha he tera baap kutta nhi khinzeer …  // t . co / cICQf4pYsc  ,[ 2.394227   -0.73983324 -1.6626596 ],0,positive
36844,neutral,   Arvind ji apki nautankion k karan apki ek bhi seat Delhi m Nahi ayi Apka …  // t co / Z3R5nSzBMp  ,[-0.346916   0.854432  -0.6145881],1,neutral
17369,negative, Ary Betichod Yeh Kia Mazzaq Hay Be Jail Se Bahar Aik Bar Bhi Koi Tabiyat Kharab Nahin Magar Andar Ja …  // t . co / X8Oocd6dLn  ,[ 0.8067557   0.21682183 -1.0344112 ],0,negative
28936,negative, 70salo me apki govt ne kya diya . babaji ka thullu . sudhar jao ab bji wqt h warna 52se 5par aa jaoge  ,[ 0.30118558  0.04159144 -0.28488514],0,negative
15223,neutral, _  I hope I am one of the reasons a man somewhere in not hating women I hope I am :crying_face::crying_face:  ,[-1.5241036   1.4759009   0.30477744],1,positive
14543,positive,1010:sparkles: hiiiiiiiii i hope you ’ re having a great day today . we don ’ t interact much but i hope so in the near future ! ily and good day :yellow_heart::yellow_heart:  ,[-2.5855885   0.19453649  2.1800666 ],2,positive
28253,positive, Mehenga pad gya aapko Sir Ji Tohfa dena Par It was a very good way of gifting  ,[-2.7667112  0.3494715  2.121849 ],2,negative
25346,positive,  Happy Birthday to my favourite actress  ♡ I am ur diehard fan a small fan in this huge world who watche …  ,[-2.645468   -0.39925492  2.5681913 ],2,positive
31281,positive,  Happy birthday sir Aapne hame bahot hasaya aur bahot hi achi Achi filme di issi tar …  // t co / BMGr8dIQCc  ,[-2.7514358   0.05241844  2.3896248 ],2,positive
25512,neutral,13/14 yo niggas - baby mai chahti hun is eid mai jis colour ka dress pehnu tum bhi same usi colour ka dress pehno wh …  // t . co / hbtZ0uaKjy  ,[-1.4308825  2.091347  -0.3000173],1,positive
18164,positive,  As salam O ali'kum Gud MorninG :two_hearts::cherry_blossom:  ,[-2.4456637   0.48028135  1.7660826 ],2,positive
21369,positive, Congratulations to achieve a great victory ......... hamari puri team ki taraf se aapko dher saari subhkamnaye ....  ,[-2.1868386 -0.6767239  2.5308962],2,positive
6185,negative, AjitTyagi  Samajh nahi aata kaun hain ye media houses jinko is giande ka interview lene ka shauk ha …  // t . co / lIcB2yJ9QM  ,[ 0.950218    0.37882596 -1.3602586 ],0,neutral
13933,positive, kasham she bahut khushi hui sir ji Badhai ho aapko sir ji Mujhe umid thi ki sarkaar aapki hi ban …  // t co / daqdqIsJuk  ,[-2.5056658 -0.3411814  2.6556096],2,positive
5170,negative, Ab ap ko esy rrmarks ni dyne chahy ab tu ap hath mila chuky hai ..... ya sirf maryam ko sath baitha …  // t . co / scZdlQyZr4  ,[ 0.09601492  0.07592158 -0.18666492],0,negative
14967,neutral,  Sir with due respect ye EVM ke wajah se nahi hai .... Ye hamare desh me aap kal wahi jitega jo …  // t . co / GZv70yD0U8  ,[-0.42226797  0.8734637  -0.44006142],1,neutral
19423,positive,   _ Happy birthday Chicha ! Have a great day ! :grinning_face_with_smiling_eyes:  ,[-2.5094457  -0.17345591  2.3523006 ],2,positive
13465,neutral,   Bahut Hi Dukh Ho raha hai ..... ye kya ho gaya hai kya kanoon ka dar Bilku …  // t . co / rZ11uD2FOM  ,[-1.468983   1.1424319  0.523604 ],1,neutral
15407,negative, Terri bhna ki choot pr suar hgakr tere mooh mai mai goings :pile_of_poo::pile_of_poo: madarchood knjrf ki oolad Teri bibi ki …  // t co / qzITI8QOFp  ,[ 2.5603979 -1.0164909 -1.6630658],0,negative
7883,neutral,i love yoongi but hoseok ..... wow papi :zany_face:  // t . co / srgxlMZZ9l  ,[-1.8722197   0.95357925  0.6870615 ],1,positive
16050,negative, Sacha tahreek pakistan opposition k rawaye ko condem karty hai  ,[ 1.1531519  0.2235403 -1.1130804],0,negative
25200,neutral,At last mehnat rang layi . Good news for # YehRishteyHainPyaarKe fandom .  // t . co / a40zpKIKAt  ,[-1.5028841   1.3532164   0.39045453],1,positive
23247,negative,randi khulli ghumna hai ghoom le duniya ki dushman mat ban jo kaam hai yo dhamm dhamm jo hori hai yo fodd degi is …  // t . co / rWZSOUxdeC  ,[ 1.9201851  -0.72823393 -1.2836031 ],0,negative
15864,neutral,yes - i am done the realme 3 pro 6 / 128gb - booked today from flipkart - lagta hai aaj raat nind nhin hoga -…  // t . co / 9lbVSf9n7O  ,[-1.0042951  1.9553729 -0.6848511],1,neutral
39610,positive,# ModiSwearingIn  Congratulations Modiji on your second term as our Prime Minister May Bhagwan Bholena …  // t co / dJeopcL9Te  ,[-2.5394166  -0.01842171  2.3946915 ],2,positive
44499,neutral,   Yar zahid .. That girl is not eligiable for this post . Sabbb goal maa …  // t . co / WHye2QqwGD  ,[ 0.7251111  0.8509943 -1.4125826],1,neutral
7906,neutral, Madam Abhi tak samajh me nahi aaya congress ki itani badi haar ka Karan AAP jayese social media per activ …  // t . co / t5FJvfn8f8  ,[-0.27175775  1.0818547  -0.9062807 ],1,neutral
31537,positive,    Good initiative !! Kaushal ji app esei youth logo ko inspire ker …  // t co / wnMPHRtSna  ,[-2.826714   0.3412683  2.2279544],2,positive
24832,negative, _ d _ h _ nair  Arre  Congress walon opposition walon kab utroge be sadkon pe !? Kucch toh opposition ki izzat rakho .  ,[ 1.3141445  -0.12980337 -1.365343  ],0,negative
29406,negative,   _ Sharma4 Abye chutiya ye choti chaddi gang krti hai muslamn nhi lgao uspr ki o …  // t . co / x9P7HkP5Fr  ,[ 2.6356983 -0.7549829 -1.8297889],0,neutral
14170,positive,     Happy birthday Kohinoor Baisaa :birthday_cake::face_blowing_a_kiss::wrapped_gift::party_popper::victory_hand::confetti_ball::birthday_cake::face_blowing_a_kiss::wrapped_gift::party_popper::party_popper: :tiger_face: Piti Ji always blesssss u :crown::clapping_hands:…  ,[-2.5897875   0.22862257  2.0650654 ],2,positive
25626,negative, _ PIA  _ 54 Keep your tradition aside and change the fuck mind set and we had better experience of break leg than you .  ,[ 0.68139225  0.5739792  -1.0242012 ],0,negative
25823,neutral,:cherry_blossom:ԼƖƔЄ ƖƝ 5! :cherry_blossom: FONITE FRIDAY BAYBEEEE ! CUSTOM GAMES ! LAST DAY TO ENTER GIVEAWAY . good luck )…  // t . co / HSov2bkdRi  ,[-2.8544464  1.5849645  1.0702094],1,negative
15565,negative,apne sad ka toti chek kiya hai ki usme se bund bund pani nikalta hai ki nahi .  // t . co / OhdqYYCi6X  ,[ 0.9155951   0.29787308 -1.1786017 ],0,neutral
30764,negative,Why do stations smell so bad bc naak k baal jal gaye  ,[ 1.23799    0.648135  -1.4286715],0,negative
16013,positive, _ woods1  _ 7 Humetta i love your style of football :face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss:  ,[-2.3753912 -0.3811755  2.1187963],2,positive
13127,negative, _ Raftaar   Fir se bata kaun wala Sri Ram BJP wala ya Hindu wala .... Hume dar nahi …  // t . co / qiaNu4DqhM  ,[ 1.1000274  0.3188045 -1.4679936],0,negative
26939,negative,  Abe tu Atnkbadi ki awlad ho afjal ki bat karte sarm nahi aati nathu ne to ek desh batne …  // t . co / NnH48LtJkk  ,[ 1.1075855   0.01215051 -1.0493942 ],0,negative
38898,positive,  Every Test In Life Maks Us Bitter Or Better Every Prblm Comes To Make Us Or Break Us Choice Is Ours To Bcome Victim Or Vic …  ,[-1.3483472   0.27820322  0.8034573 ],2,neutral
1136,negative,Day by day this slogan has proven to be true afghani bhagao mulk bachao !  ,[ 0.28533494 -0.1139928  -0.1458677 ],0,negative
17528,neutral, sp bsp Cong tmc etc sari partio ke leader news chanals se gayab bjp ke bhi kuch time de rahe hai r …  // t co / 8DNDOhjena  ,[ 0.6164666   0.90930796 -1.3950363 ],1,neutral
37043,positive,Modiji Mahan Hai Aur jadugar bhi Pakistan ne hamare jawanon ko Marne koshish ki to unhonne Akela Yudh Viman chal …  // t . co / pXcCXU1V7R  ,[-0.9282258   0.27418596  0.670368  ],2,positive
19911,negative, Ye himat en ko kbbi nhi mlni jub tak en k sathFawad Chaudhary etc or Murad Saeed jesy logo mojod ho !  ,[ 0.59713566  0.25255722 -0.93264145],0,neutral
33173,neutral, _ ARockstar Ill cross my fingers for ya !! Im sure HOR wouldnt mind  ,[-1.5137193   0.5892435   0.47229323],1,neutral
36955,negative,  Ye to apne suna hi hoga ki maa-baap k karmo ka fal bacho ko bhugtna padta h or aap logo k …  // t . co / YgjGsUsNvl  ,[ 1.329568   -0.41680676 -1.024943  ],0,negative
3618,neutral,   _ ps Chota boy India is a democracy it means we have right to choose o …  // t . co / KTdvZ47HnF  ,[-0.8504154  0.9150054 -0.0177841],1,neutral
15863,positive,congratulations to Jay Narayan Mishra ji Nauri Nayak ji Nitesh Ganga Deb ji for the wonderful victory . Jay Maa Sam …  // t . co / 7sOdpjBTeg  ,[-2.4533584  -0.09667775  2.4793406 ],2,positive
42353,neutral, Are jo exam pending hai wo clear karao sir July August tak  ,[-1.5776417  2.3121996 -0.4037506],1,neutral
30098,positive,  _ makinde # ageBeeka was good ! Was very very good ! I mean same same level with asha .  ,[-2.4898248  -0.45704514  2.420107  ],2,positive
7846,positive,  Wish you a very Happy Birthday Akka . This is a special year for you with lot of responsibilities on your shoulders . Nanna ’ s bl …  ,[-2.473596   -0.20235947  2.3930438 ],2,positive
